image_path,name
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\seamless-texture-dry-cracked-sand-clay-soil_97070-1703.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\Soils-of-India.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\unnamed-1-2.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\v4-460px-Make-Clay-from-Indigenous-Soil-Step-1-Version-2.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-48.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-52.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-56.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-00.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-03.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-07.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-10.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-14.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-18.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-22.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-26.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-29.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-33.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-36.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-40.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-43.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-46.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-50.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-54.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-08-57.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-01.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-04.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-07.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-11.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-14.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-17.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-20.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-23.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-27.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-31.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-35.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-39.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-42.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-46.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-49.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-53.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-09-58.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-10-02.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-10-05.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-10-09.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-10-12.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-10-15.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-10-17.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-10-21.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-10-24.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-10-28.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\Sample10.0.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\Sample10.120.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\Sample10.150.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\Sample10.180.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0081.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0082.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0086.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0087.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0088.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0089.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0090.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0091.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0092.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0093.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0094.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\main-qimg-d41960c05d575b4c30ecef83c5ed6256.webp,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\oil-a-real-close-up-of-a-part-of-the-earth-s-crust-ordinary-plain-1922365577.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-04-38.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-04-46.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-05-32.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-05-40.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-05-44.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-05-48.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-05-52.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-05-56.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-00.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-04.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-07.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-11.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-15.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-18.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-23.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-27.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-30.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-33.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-37.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-41.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-45.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-48.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-52.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-06-57.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-00.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-04.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-08.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-11.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-15.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-20.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-37.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-41.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\photo_2022-06-01_07-07-45.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\Photograph-showing-the-presence-of-alluvial-soil-along-stream-course-dry-near-Patlodha_Q640.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0033.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0034.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0035.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0036.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0037.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0038.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0039.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0040.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0041.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0043.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0044.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0045.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0046.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0047.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0048.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0049.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0050.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0051.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0052.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0053.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0054.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0055.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0056.jpg,Alluvial Soil
C:\Users\Engineer's Choice\Downloads\Smart Crop Advisor\Smart Crop Advisor\Smart Crop Advisor\Dataset\Train\Alluvial soil\IMG-20220531-WA0057.jpg,Alluvial Soil
